issn_l,earliest_year,pub_type,n,oa_articles
1362-1688,2022,core,165,16
1362-1688,2022,all,167,16
1362-1688,2023,core,179,31
1362-1688,2023,all,181,31
1362-1718,2019,core,74,1
1362-1718,2019,all,75,1
1362-1718,2020,core,95,0
1362-1718,2020,all,95,0
1362-1718,2021,core,60,0
1362-1718,2021,all,60,0
1362-1718,2022,core,70,2
1362-1718,2022,all,70,2
1362-1718,2023,core,109,9
1362-1718,2023,all,109,9
1362-3613,2019,core,182,15
1362-3613,2019,all,194,15
1362-3613,2020,core,176,47
1362-3613,2020,all,185,48
1362-3613,2021,core,188,45
1362-3613,2021,all,198,46
1362-3613,2022,core,169,51
1362-3613,2022,all,182,52
1362-3613,2023,core,314,133
1362-3613,2023,all,327,134
1362-3699,2019,core,11,1
1362-3699,2019,all,25,1
1362-3699,2020,core,22,1
1362-3699,2020,all,28,1
1362-3699,2021,core,13,2
1362-3699,2021,all,27,2
1362-3699,2022,core,16,2
1362-3699,2022,all,36,3
1362-3699,2023,core,15,2
1362-3699,2023,all,43,6
1362-4393,2019,core,122,11
1362-4393,2019,all,139,11
1362-4393,2020,core,144,12
1362-4393,2020,all,181,21
1362-4393,2021,core,149,23
1362-4393,2021,all,159,24
1362-4393,2022,core,154,27
1362-4393,2022,all,158,27
1362-4393,2023,core,99,23
1362-4393,2023,all,101,23
1362-4806,2019,core,27,2
1362-4806,2019,all,29,2
1362-4806,2020,core,34,2
1362-4806,2020,all,36,2
1362-4806,2021,core,31,7
1362-4806,2021,all,32,7
1362-4806,2022,core,33,15
1362-4806,2022,all,33,15
1362-4806,2023,core,49,24
1362-4806,2023,all,52,24
1362-5187,2019,core,68,10
1362-5187,2019,all,79,10
1362-5187,2020,core,72,13
1362-5187,2020,all,84,14
1362-5187,2021,core,72,15
1362-5187,2021,all,75,15
1362-5187,2022,core,70,15
1362-5187,2022,all,83,15
1362-5187,2023,core,45,9
1362-5187,2023,all,65,9
1362-704X,2019,core,30,0
1362-704X,2019,all,38,0
1362-704X,2020,core,42,2
1362-704X,2020,all,56,2
1362-704X,2021,core,40,3
1362-704X,2021,all,50,3
1362-704X,2022,core,48,8
1362-704X,2022,all,57,8
1362-704X,2023,core,35,9
1362-704X,2023,all,52,10
1362-9387,2019,core,41,2
1362-9387,2019,all,50,2
1362-9387,2020,core,49,3
1362-9387,2020,all,58,3
1362-9387,2021,core,48,1
1362-9387,2021,all,58,1
1362-9387,2022,core,54,11
1362-9387,2022,all,59,11
1362-9387,2023,core,67,9
1362-9387,2023,all,78,9
1362-9395,2019,core,39,1
1362-9395,2019,all,41,1
1362-9395,2020,core,31,2
1362-9395,2020,all,34,2
1362-9395,2021,core,27,5
1362-9395,2021,all,40,7
1362-9395,2022,core,45,11
1362-9395,2022,all,51,11
1362-9395,2023,core,67,19
1362-9395,2023,all,69,20
1363-0539,2019,core,8,0
1363-0539,2019,all,8,0
1363-0539,2020,core,9,1
1363-0539,2020,all,9,1
1363-0539,2021,core,22,5
1363-0539,2021,all,23,5
1363-0539,2022,core,52,6
1363-0539,2022,all,59,8
1363-0539,2023,core,92,9
1363-0539,2023,all,98,9
1363-1950,2019,core,70,0
1363-1950,2019,all,80,0
1363-1950,2020,core,65,3
1363-1950,2020,all,76,3
1363-1950,2021,core,78,6
1363-1950,2021,all,88,6
1363-1950,2022,core,67,4
1363-1950,2022,all,75,4
1363-1950,2023,core,90,9
1363-1950,2023,all,107,9
1363-2434,2019,core,25,1
1363-2434,2019,all,30,1
1363-2434,2020,core,25,3
1363-2434,2020,all,30,3
1363-2434,2021,core,24,4
1363-2434,2021,all,29,4
1363-2434,2022,core,26,3
1363-2434,2022,all,31,3
1363-2434,2023,core,39,12
1363-2434,2023,all,45,12
1363-2469,2019,core,70,0
1363-2469,2019,all,73,0
1363-2469,2020,core,98,1
1363-2469,2020,all,103,1
1363-2469,2021,core,116,0
1363-2469,2021,all,121,0
1363-2469,2022,core,343,4
1363-2469,2022,all,363,5
1363-2469,2023,core,296,9
1363-2469,2023,all,299,9
1363-254X,2019,core,25,0
1363-254X,2019,all,26,0
1363-254X,2020,core,24,2
1363-254X,2020,all,24,2
1363-254X,2021,core,24,5
1363-254X,2021,all,25,5
1363-254X,2022,core,25,1
1363-254X,2022,all,25,1
1363-254X,2023,core,51,17
1363-254X,2023,all,52,17
1363-2752,2019,core,27,4
1363-2752,2019,all,33,4
1363-2752,2020,core,23,2
1363-2752,2020,all,26,2
1363-2752,2021,core,30,8
1363-2752,2021,all,34,8
1363-2752,2022,core,23,13
1363-2752,2022,all,27,13
1363-2752,2023,core,20,13
1363-2752,2023,all,23,13
1363-3554,2019,core,32,6
1363-3554,2019,all,35,6
1363-3554,2020,core,25,2
1363-3554,2020,all,26,2
1363-3554,2021,core,32,9
1363-3554,2021,all,34,10
1363-3554,2022,core,24,8
1363-3554,2022,all,27,8
1363-3554,2023,core,20,12
1363-3554,2023,all,22,12
1363-3589,2019,core,13,0
1363-3589,2019,all,14,0
1363-3589,2020,core,19,0
1363-3589,2020,all,20,0
1363-3589,2021,core,20,0
1363-3589,2021,all,20,0
1363-3589,2022,core,25,5
1363-3589,2022,all,27,5
1363-3589,2023,core,35,7
1363-3589,2023,all,37,8
1363-4593,2019,core,35,4
1363-4593,2019,all,38,4
1363-4593,2020,core,43,2
1363-4593,2020,all,45,2
1363-4593,2021,core,44,9
1363-4593,2021,all,44,9
1363-4593,2022,core,59,28
1363-4593,2022,all,60,28
1363-4593,2023,core,94,43
1363-4593,2023,all,94,43
1363-4607,2019,core,73,2
1363-4607,2019,all,74,2
1363-4607,2020,core,87,8
1363-4607,2020,all,89,8
1363-4607,2021,core,72,16
1363-4607,2021,all,75,17
1363-4607,2022,core,99,29
1363-4607,2022,all,106,29
1363-4607,2023,core,125,62
1363-4607,2023,all,134,63
1363-4615,2019,core,57,2
1363-4615,2019,all,61,2
1363-4615,2020,core,59,7
1363-4615,2020,all,67,7
1363-4615,2021,core,67,7
1363-4615,2021,all,70,7
1363-4615,2022,core,81,13
1363-4615,2022,all,89,13
1363-4615,2023,core,79,24
1363-4615,2023,all,86,26
1363-5247,2019,core,12,0
1363-5247,2019,all,13,0
1363-5247,2020,core,10,0
1363-5247,2020,all,12,0
1363-5247,2021,core,19,2
1363-5247,2021,all,20,2
1363-5247,2022,core,15,5
1363-5247,2022,all,17,5
1363-5247,2023,core,5,1
1363-5247,2023,all,5,1
1363-6669,2019,core,87,3
1363-6669,2019,all,87,3
1363-6669,2020,core,78,15
1363-6669,2020,all,78,15
1363-6669,2021,core,108,17
1363-6669,2021,all,109,17
1363-6669,2022,core,100,12
1363-6669,2022,all,101,12
1363-6669,2023,core,149,49
1363-6669,2023,all,151,49
1363-6820,2019,core,30,3
1363-6820,2019,all,31,3
1363-6820,2020,core,30,5
1363-6820,2020,all,31,5
1363-6820,2021,core,37,6
1363-6820,2021,all,39,6
1363-6820,2022,core,67,20
1363-6820,2022,all,69,20
1363-6820,2023,core,83,39
1363-6820,2023,all,88,39
1363-755X,2019,core,136,18
1363-755X,2019,all,138,18
1363-755X,2020,core,120,27
1363-755X,2020,all,124,27
1363-755X,2021,core,132,25
1363-755X,2021,all,135,25
1363-755X,2022,core,131,34
1363-755X,2022,all,143,36
1363-755X,2023,core,172,95
1363-755X,2023,all,175,95
1363-9080,2019,core,44,1
1363-9080,2019,all,45,1
1363-9080,2020,core,36,10
1363-9080,2020,all,37,10
1363-9080,2021,core,54,23
1363-9080,2021,all,54,23
1363-9080,2022,core,54,21
1363-9080,2022,all,54,21
1363-9080,2023,core,40,24
1363-9080,2023,all,42,24
1363-9196,2019,core,80,1
1363-9196,2019,all,81,1
1363-9196,2020,core,92,2
1363-9196,2020,all,93,2
1363-9196,2021,core,114,3
1363-9196,2021,all,115,3
1363-9196,2022,core,108,8
1363-9196,2022,all,111,8
1363-9196,2023,core,54,5
1363-9196,2023,all,56,5
1363-951X,2019,core,74,1
1363-951X,2019,all,74,1
1363-951X,2020,core,78,0
1363-951X,2020,all,78,0
1363-951X,2021,core,60,2
1363-951X,2021,all,62,2
1363-951X,2022,core,69,2
1363-951X,2022,all,71,2
1363-951X,2023,core,63,2
1363-951X,2023,all,64,2
1363-9811,2019,core,17,3
1363-9811,2019,all,19,3
1363-9811,2020,core,20,0
1363-9811,2020,all,23,0
1363-9811,2021,core,12,1
1363-9811,2021,all,12,1
1363-9811,2022,core,18,4
1363-9811,2022,all,19,4
1363-9811,2023,core,17,2
1363-9811,2023,all,17,2
1364-0321,2019,core,683,67
1364-0321,2019,all,686,67
1364-0321,2020,core,641,68
1364-0321,2020,all,648,68
1364-0321,2021,core,1217,170
1364-0321,2021,all,1237,170
1364-0321,2022,core,1019,242
1364-0321,2022,all,1033,244
1364-0321,2023,core,730,189
1364-0321,2023,all,738,191
1364-0461,2019,core,33,0
1364-0461,2019,all,33,0
1364-0461,2020,core,31,2
1364-0461,2020,all,31,2
1364-0461,2021,core,21,1
1364-0461,2021,all,21,1
1364-0461,2022,core,23,0
1364-0461,2022,all,23,0
1364-0461,2023,core,19,0
1364-0461,2023,all,19,0
1364-2529,2019,core,25,1
1364-2529,2019,all,27,1
1364-2529,2020,core,25,3
1364-2529,2020,all,26,3
1364-2529,2021,core,25,6
1364-2529,2021,all,27,6
1364-2529,2022,core,24,5
1364-2529,2022,all,24,5
1364-2529,2023,core,36,10
1364-2529,2023,all,38,10
1364-2537,2019,core,18,0
1364-2537,2019,all,21,0
1364-2537,2020,core,16,0
1364-2537,2020,all,18,0
1364-2537,2021,core,25,7
1364-2537,2021,all,30,7
1364-2537,2022,core,26,2
1364-2537,2022,all,31,2
1364-2537,2023,core,22,6
1364-2537,2023,all,25,6
1364-2987,2019,core,85,3
1364-2987,2019,all,90,3
1364-2987,2020,core,95,11
1364-2987,2020,all,102,11
1364-2987,2021,core,69,8
1364-2987,2021,all,71,9
1364-2987,2022,core,98,31
1364-2987,2022,all,103,31
1364-2987,2023,core,94,39
1364-2987,2023,all,95,39
1364-436X,2019,core,29,2
1364-436X,2019,all,33,2
1364-436X,2020,core,15,1
1364-436X,2020,all,18,1
1364-436X,2021,core,11,3
1364-436X,2021,all,13,3
1364-436X,2022,core,10,0
1364-436X,2022,all,11,0
1364-436X,2023,core,11,3
1364-436X,2023,all,11,3
1364-5021,2019,core,248,32
1364-5021,2019,all,256,32
1364-5021,2020,core,316,58
1364-5021,2020,all,343,64
1364-5021,2021,core,247,74
1364-5021,2021,all,252,74
1364-5021,2022,core,256,111
1364-5021,2022,all,260,112
1364-5021,2023,core,238,99
1364-5021,2023,all,243,103
1364-503X,2019,core,336,52
1364-503X,2019,all,357,58
1364-503X,2020,core,345,73
1364-503X,2020,all,374,74
1364-503X,2021,core,300,105
1364-503X,2021,all,322,107
1364-503X,2022,core,357,144
1364-503X,2022,all,369,154
1364-503X,2023,core,283,116
1364-503X,2023,all,297,128
1364-5072,2019,core,329,12
1364-5072,2019,all,331,12
1364-5072,2020,core,295,21
1364-5072,2020,all,296,21
1364-5072,2021,core,400,27
1364-5072,2021,all,402,27
1364-5072,2022,core,634,87
1364-5072,2022,all,641,88
1364-5072,2023,core,353,52
1364-5072,2023,all,373,54
1364-5145,2019,core,18,0
1364-5145,2019,all,22,0
1364-5145,2020,core,22,1
1364-5145,2020,all,25,1
1364-5145,2021,core,28,9
1364-5145,2021,all,31,9
1364-5145,2022,core,5,2
1364-5145,2022,all,6,2
1364-5145,2023,core,10,2
1364-5145,2023,all,10,2
1364-5579,2019,core,49,8
1364-5579,2019,all,49,8
1364-5579,2020,core,61,7
1364-5579,2020,all,64,7
1364-5579,2021,core,63,14
1364-5579,2021,all,67,14
1364-5579,2022,core,96,32
1364-5579,2022,all,98,32
1364-5579,2023,core,88,47
1364-5579,2023,all,91,47
1364-5706,2019,core,52,3
1364-5706,2019,all,55,3
1364-5706,2020,core,59,3
1364-5706,2020,all,59,3
1364-5706,2021,core,52,3
1364-5706,2021,all,52,3
1364-5706,2022,core,140,8
1364-5706,2022,all,142,8
1364-5706,2023,core,55,7
1364-5706,2023,all,59,7
1364-6613,2019,core,69,15
1364-6613,2019,all,118,17
1364-6613,2020,core,68,18
1364-6613,2020,all,122,24
1364-6613,2021,core,72,14
1364-6613,2021,all,134,17
1364-6613,2022,core,71,14
1364-6613,2022,all,128,19
1364-6613,2023,core,86,35
1364-6613,2023,all,150,49
1364-6745,2019,core,24,4
1364-6745,2019,all,28,4
1364-6745,2020,core,30,5
1364-6745,2020,all,32,5
1364-6745,2021,core,40,12
1364-6745,2021,all,42,13
1364-6745,2022,core,27,4
1364-6745,2022,all,34,5
1364-6745,2023,core,35,9
1364-6745,2023,all,38,10
1364-6826,2019,core,187,5
1364-6826,2019,all,188,5
1364-6826,2020,core,181,8
1364-6826,2020,all,182,8
1364-6826,2021,core,165,22
1364-6826,2021,all,168,22
1364-6826,2022,core,94,10
1364-6826,2022,all,94,10
1364-6826,2023,core,106,21
1364-6826,2023,all,106,21
1364-727X,2019,core,71,2
1364-727X,2019,all,74,2
1364-727X,2020,core,84,4
1364-727X,2020,all,86,4
1364-727X,2021,core,73,5
1364-727X,2021,all,78,5
1364-727X,2022,core,77,10
1364-727X,2022,all,82,10
1364-727X,2023,core,101,23
1364-727X,2023,all,110,23
1364-7830,2019,core,53,2
1364-7830,2019,all,54,2
1364-7830,2020,core,54,3
1364-7830,2020,all,54,3
1364-7830,2021,core,63,6
1364-7830,2021,all,65,6
1364-7830,2022,core,47,5
1364-7830,2022,all,47,5
1364-7830,2023,core,58,6
1364-7830,2023,all,58,6
1364-8152,2019,core,250,40
1364-8152,2019,all,252,40
1364-8152,2020,core,222,52
1364-8152,2020,all,222,52
1364-8152,2021,core,245,81
1364-8152,2021,all,245,81
1364-8152,2022,core,227,62
1364-8152,2022,all,229,62
1364-8152,2023,core,210,79
1364-8152,2023,all,211,79
1364-8470,2019,core,21,3
1364-8470,2019,all,25,3
1364-8470,2020,core,28,5
1364-8470,2020,all,30,5
1364-8470,2021,core,34,10
1364-8470,2021,all,37,10
1364-8470,2022,core,28,9
1364-8470,2022,all,29,9
1364-8470,2023,core,30,13
1364-8470,2023,all,31,13
1364-985X,2019,core,35,3
1364-985X,2019,all,39,3
1364-985X,2020,core,53,5
1364-985X,2020,all,57,6
1364-985X,2021,core,33,7
1364-985X,2021,all,40,7
1364-985X,2022,core,37,9
1364-985X,2022,all,39,9
1364-985X,2023,core,39,18
1364-985X,2023,all,39,18
1365-1005,2019,core,127,2
1365-1005,2019,all,133,2
1365-1005,2020,core,52,1
1365-1005,2020,all,65,1
1365-1005,2021,core,110,4
1365-1005,2021,all,114,4
1365-1005,2022,core,85,12
1365-1005,2022,all,89,12
1365-1005,2023,core,52,23
1365-1005,2023,all,56,24
1365-1501,2019,core,41,1
1365-1501,2019,all,45,1
1365-1501,2020,core,60,5
1365-1501,2020,all,66,5
1365-1501,2021,core,49,6
1365-1501,2021,all,55,6
1365-1501,2022,core,48,7
1365-1501,2022,all,55,7
1365-1501,2023,core,48,7
1365-1501,2023,all,51,7
1365-1609,2019,core,201,8
1365-1609,2019,all,202,8
1365-1609,2020,core,283,14
1365-1609,2020,all,286,14
1365-1609,2021,core,338,27
1365-1609,2021,all,338,27
1365-1609,2022,core,210,20
1365-1609,2022,all,210,20
1365-1609,2023,core,240,41
1365-1609,2023,all,242,41
1365-182X,2019,core,205,17
1365-182X,2019,all,218,17
1365-182X,2020,core,203,21
1365-182X,2020,all,226,21
1365-182X,2021,core,211,46
1365-182X,2021,all,231,48
1365-182X,2022,core,229,53
1365-182X,2022,all,252,57
1365-182X,2023,core,202,47
1365-182X,2023,all,221,49
1365-4802,2019,core,17,1
1365-4802,2019,all,20,1
1365-4802,2020,core,17,0
1365-4802,2020,all,20,0
1365-4802,2021,core,19,3
1365-4802,2021,all,22,3
1365-4802,2022,core,19,3
1365-4802,2022,all,22,3
1365-4802,2023,core,4,0
1365-4802,2023,all,5,0
1365-7127,2019,core,33,0
1365-7127,2019,all,37,0
1365-7127,2020,core,21,4
1365-7127,2020,all,25,4
1365-7127,2021,core,19,10
1365-7127,2021,all,19,10
1365-7127,2022,core,21,6
1365-7127,2022,all,22,6
1365-7127,2023,core,23,11
1365-7127,2023,all,24,11
1365-7305,2019,core,22,1
1365-7305,2019,all,25,1
1365-7305,2020,core,27,6
1365-7305,2020,all,28,7
1365-7305,2021,core,22,4
1365-7305,2021,all,23,4
1365-7305,2022,core,25,3
1365-7305,2022,all,27,3
1365-7305,2023,core,45,8
1365-7305,2023,all,47,8
1365-7852,2019,core,73,7
1365-7852,2019,all,81,8
1365-7852,2020,core,84,19
1365-7852,2020,all,93,21
1365-7852,2021,core,126,32
1365-7852,2021,all,148,34
1365-7852,2022,core,119,40
1365-7852,2022,all,152,47
1365-7852,2023,core,158,42
1365-7852,2023,all,221,54
1365-8816,2019,core,110,13
1365-8816,2019,all,116,13
1365-8816,2020,core,109,12
1365-8816,2020,all,114,12
1365-8816,2021,core,97,13
1365-8816,2021,all,100,13
1365-8816,2022,core,103,16
1365-8816,2022,all,104,16
1365-8816,2023,core,102,22
1365-8816,2023,all,103,23
1366-0691,2019,core,5,2
1366-0691,2019,all,5,2
1366-0691,2020,core,6,0
1366-0691,2020,all,6,0
1366-0691,2021,core,4,1
1366-0691,2021,all,4,1
1366-0691,2022,core,4,0
1366-0691,2022,all,5,0
1366-0691,2023,core,6,3
1366-0691,2023,all,8,3
1366-2716,2019,core,50,7
1366-2716,2019,all,51,7
1366-2716,2020,core,52,12
1366-2716,2020,all,54,14
1366-2716,2021,core,49,12
1366-2716,2021,all,51,12
1366-2716,2022,core,43,19
1366-2716,2022,all,44,19
1366-2716,2023,core,67,26
1366-2716,2023,all,70,26
1366-3666,2019,core,23,0
1366-3666,2019,all,23,0
1366-3666,2020,core,32,2
1366-3666,2020,all,33,3
1366-3666,2021,core,29,3
1366-3666,2021,all,29,3
1366-3666,2022,core,46,0
1366-3666,2022,all,46,0
1366-3666,2023,core,58,4
1366-3666,2023,all,58,4
1366-4387,2019,core,21,0
1366-4387,2019,all,22,0
1366-4387,2020,core,34,0
1366-4387,2020,all,35,0
1366-4387,2021,core,11,0
1366-4387,2021,all,11,0
1366-4387,2022,core,22,0
1366-4387,2022,all,22,0
1366-4387,2023,core,38,1
1366-4387,2023,all,39,1
1366-4530,2019,core,34,1
1366-4530,2019,all,34,1
1366-4530,2020,core,38,3
1366-4530,2020,all,38,3
1366-4530,2021,core,38,5
1366-4530,2021,all,38,5
1366-4530,2022,core,38,7
1366-4530,2022,all,38,7
1366-4530,2023,core,48,10
1366-4530,2023,all,48,10
1366-5545,2019,core,196,9
1366-5545,2019,all,199,9
1366-5545,2020,core,230,15
1366-5545,2020,all,233,15
1366-5545,2021,core,273,17
1366-5545,2021,all,276,17
1366-5545,2022,core,285,27
1366-5545,2022,all,288,27
1366-5545,2023,core,279,41
1366-5545,2023,all,279,41
1366-5626,2019,core,31,0
1366-5626,2019,all,31,0
1366-5626,2020,core,55,1
1366-5626,2020,all,55,1
1366-5626,2021,core,25,1
1366-5626,2021,all,27,1
1366-5626,2022,core,49,19
1366-5626,2022,all,49,19
1366-5626,2023,core,62,24
1366-5626,2023,all,65,24
1366-638X,2019,core,76,15
1366-638X,2019,all,79,15
1366-638X,2020,core,88,14
1366-638X,2020,all,90,14
1366-638X,2021,core,73,19
1366-638X,2021,all,74,19
1366-638X,2022,core,77,28
1366-638X,2022,all,79,28
1366-638X,2023,core,106,49
1366-638X,2023,all,109,51
1366-7289,2019,core,82,4
1366-7289,2019,all,83,4
1366-7289,2020,core,88,21
1366-7289,2020,all,107,23
1366-7289,2021,core,73,17
1366-7289,2021,all,78,18
1366-7289,2022,core,66,39
1366-7289,2022,all,104,45
1366-7289,2023,core,77,52
1366-7289,2023,all,84,52
1366-8250,2019,core,54,7
1366-8250,2019,all,55,7
1366-8250,2020,core,41,11
1366-8250,2020,all,43,12
1366-8250,2021,core,35,13
1366-8250,2021,all,37,13
1366-8250,2022,core,35,14
1366-8250,2022,all,36,14
1366-8250,2023,core,67,28
1366-8250,2023,all,68,28
1366-8781,2019,core,39,1
1366-8781,2019,all,78,1
1366-8781,2020,core,31,1
1366-8781,2020,all,62,1
1366-8781,2021,core,37,1
1366-8781,2021,all,53,1
1366-8781,2022,core,39,1
1366-8781,2022,all,54,2
1366-8781,2023,core,20,2
1366-8781,2023,all,35,3
1366-8803,2019,core,29,2
1366-8803,2019,all,35,2
1366-8803,2020,core,33,5
1366-8803,2020,all,36,6
1366-8803,2021,core,33,7
1366-8803,2021,all,37,8
1366-8803,2022,core,56,7
1366-8803,2022,all,62,8
1366-8803,2023,core,64,17
1366-8803,2023,all,70,18
1366-9877,2019,core,104,12
1366-9877,2019,all,106,12
1366-9877,2020,core,112,22
1366-9877,2020,all,114,23
1366-9877,2021,core,103,25
1366-9877,2021,all,103,25
1366-9877,2022,core,84,29
1366-9877,2022,all,85,29
1366-9877,2023,core,90,35
1366-9877,2023,all,91,35
1367-0050,2019,core,67,4
1367-0050,2019,all,69,4
1367-0050,2020,core,86,12
1367-0050,2020,all,92,12
1367-0050,2021,core,92,7
1367-0050,2021,all,95,8
1367-0050,2022,core,246,35
1367-0050,2022,all,249,35
1367-0050,2023,core,111,22
1367-0050,2023,all,118,22
1367-0069,2019,core,86,5
1367-0069,2019,all,90,5
1367-0069,2020,core,65,4
1367-0069,2020,all,68,4
1367-0069,2021,core,95,21
1367-0069,2021,all,96,21
1367-0069,2022,core,58,15
1367-0069,2022,all,58,15
1367-0069,2023,core,95,31
1367-0069,2023,all,97,32
1367-0271,2019,core,23,1
1367-0271,2019,all,23,1
1367-0271,2020,core,23,0
1367-0271,2020,all,24,0
1367-0271,2021,core,17,1
1367-0271,2021,all,17,1
1367-0271,2022,core,20,0
1367-0271,2022,all,20,0
1367-0271,2023,core,20,2
1367-0271,2023,all,20,2
1367-0484,2019,core,108,5
1367-0484,2019,all,118,5
1367-0484,2020,core,93,8
1367-0484,2020,all,107,11
1367-0484,2021,core,99,7
1367-0484,2021,all,108,7
1367-0484,2022,core,91,14
1367-0484,2022,all,97,14
1367-0484,2023,core,102,30
1367-0484,2023,all,116,30
1367-0751,2019,core,21,0
1367-0751,2019,all,30,0
1367-0751,2020,core,59,1
1367-0751,2020,all,63,1
1367-0751,2021,core,58,3
1367-0751,2021,all,62,3
1367-0751,2022,core,59,7
1367-0751,2022,all,64,7
1367-0751,2023,core,62,12
1367-0751,2023,all,66,14
1367-2223,2019,core,37,0
1367-2223,2019,all,42,1
1367-2223,2020,core,39,3
1367-2223,2020,all,39,3
1367-2223,2021,core,42,7
1367-2223,2021,all,50,7
1367-2223,2022,core,64,8
1367-2223,2022,all,68,8
1367-2223,2023,core,48,6
1367-2223,2023,all,48,6
1367-3270,2019,core,94,0
1367-3270,2019,all,96,0
1367-3270,2020,core,166,5
1367-3270,2020,all,168,5
1367-3270,2021,core,72,11
1367-3270,2021,all,74,11
1367-3270,2022,core,142,22
1367-3270,2022,all,143,22
1367-3270,2023,core,185,12
1367-3270,2023,all,186,12
1367-4676,2019,core,77,2
1367-4676,2019,all,79,2
1367-4676,2020,core,62,2
1367-4676,2020,all,70,3
1367-4676,2021,core,78,5
1367-4676,2021,all,84,5
1367-4676,2022,core,71,15
1367-4676,2022,all,74,15
1367-4676,2023,core,78,19
1367-4676,2023,all,81,19
1367-4935,2019,core,47,5
1367-4935,2019,all,53,5
1367-4935,2020,core,43,3
1367-4935,2020,all,48,3
1367-4935,2021,core,43,7
1367-4935,2021,all,49,8
1367-4935,2022,core,95,21
1367-4935,2022,all,99,21
1367-4935,2023,core,89,32
1367-4935,2023,all,94,32
1367-5494,2019,core,57,12
1367-5494,2019,all,57,12
1367-5494,2020,core,68,16
1367-5494,2020,all,70,17
1367-5494,2021,core,77,33
1367-5494,2021,all,78,33
1367-5494,2022,core,112,44
1367-5494,2022,all,114,44
1367-5494,2023,core,102,56
1367-5494,2023,all,103,56
1367-5567,2019,core,33,1
1367-5567,2019,all,33,1
1367-5567,2020,core,35,3
1367-5567,2020,all,36,3
1367-5567,2021,core,54,1
1367-5567,2021,all,54,1
1367-5567,2022,core,126,15
1367-5567,2022,all,130,15
1367-5567,2023,core,129,17
1367-5567,2023,all,131,17
1367-5788,2019,core,55,3
1367-5788,2019,all,62,3
1367-5788,2020,core,47,8
1367-5788,2020,all,49,8
1367-5788,2021,core,62,14
1367-5788,2021,all,67,14
1367-5788,2022,core,49,14
1367-5788,2022,all,52,14
1367-5788,2023,core,50,16
1367-5788,2023,all,54,16
1367-5931,2019,core,111,10
1367-5931,2019,all,121,10
1367-5931,2020,core,106,15
1367-5931,2020,all,117,15
1367-5931,2021,core,108,25
1367-5931,2021,all,122,25
1367-5931,2022,core,98,21
1367-5931,2022,all,100,21
1367-5931,2023,core,118,29
1367-5931,2023,all,129,29
1367-6261,2019,core,81,4
1367-6261,2019,all,82,4
1367-6261,2020,core,83,11
1367-6261,2020,all,84,11
1367-6261,2021,core,75,12
1367-6261,2021,all,75,12
1367-6261,2022,core,125,48
1367-6261,2022,all,127,48
1367-6261,2023,core,143,55
1367-6261,2023,all,145,55
1367-6539,2019,core,7,0
1367-6539,2019,all,84,1
1367-6539,2020,core,6,1
1367-6539,2020,all,95,3
1367-6539,2021,core,4,0
1367-6539,2021,all,130,4
1367-6539,2022,core,27,0
1367-6539,2022,all,157,3
1367-6539,2023,core,13,0
1367-6539,2023,all,203,1
